Alfa Romeo,159,2008,2800.0,240000.0,Diesel,Manuala,Sedan,1910,150.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-159-ver-1-9-jtdm-16v-dpf-ID7HGBwv.html
Alfa Romeo,156,2005,1000.0,311400.0,Diesel,Manuala,Combi,2387,150.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-156-ID7HJ42k.html
Alfa Romeo,Tonale,2023,28677.0,24700.0,Benzina,Automata,SUV,1469,160.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-tonale-ver-1-5-fwd-at-mhev-ti-ID7HzSzr.html
Alfa Romeo,Brera,2010,5600.0,235000.0,Diesel,Automata,Coupe,2387,200.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-brera-ID7HIU7W.html
Alfa Romeo,Giulia,2016,13950.0,155000.0,Diesel,Automata,Sedan,2143,180.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-2-diesel-at8-advanced-efficiency-ID7HJgkB.html
Alfa Romeo,147,2008,1300.0,190174.0,Benzina,Manuala,Coupe,1598,120.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-147-ID7HIpnZ.html
Alfa Romeo,159,2007,2199.0,223000.0,Diesel,Manuala,Combi,1910,150.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-159-ID7HI85a.html
Alfa Romeo,159,2008,2300.0,210000.0,Diesel,Automata,Combi,1910,150.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-159-ver-sportwagon-1-9-jtdm-16v-dpf-automatik-distinctive-ID7HJ8nR.html
Alfa Romeo,Spider,2000,8000.0,143000.0,Benzina,Manuala,Cabrio,2000,155.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-spider-ID7HIjBz.html
Alfa Romeo,Giulia,2016,15200.0,96500.0,Diesel,Automata,Sedan,2143,180.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ID7Hs5Fn.html
Alfa Romeo,Giulia,2017,40000.0,55000.0,Benzina,Automata,Sedan,2891,510.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-9-turbo-rwd-at8-quadrifoglio-ID7HJ9On.html
Alfa Romeo,Giulietta,2010,4490.0,197000.0,Benzina,Manuala,Coupe,1368,120.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulietta-ID7HJ2If.html
Alfa Romeo,159,2009,3000.0,268870.0,Diesel,Manuala,Sedan,1910,150.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-159-ver-1-9-multijet-16v-cm-distinctive-ID7HGJW6.html
Alfa Romeo,Stelvio,2017,19990.0,98400.0,Benzina,Automata,SUV,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-0-turbo-16v-at8-q4-super-ID7HoGEK.html
Alfa Romeo,Stelvio,2021,50990.01,69080.0,Benzina,Automata,SUV,2891,510.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-v6-2-9-bi-turbo-at8-q4-quadrifoglio-ID7HHJRb.html
Alfa Romeo,Mito,2010,5500.0,193143.0,Benzina,Manuala,Masina de oras,1368,170.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-mito-ID7HBD83.html
Alfa Romeo,Mito,2012,3800.0,248000.0,Diesel,Manuala,Coupe,1248,95.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-mito-ver-1-3-mjet-progression-ID7HJ8Cn.html
Alfa Romeo,Giulia,2018,15000.0,160000.0,Benzina,Automata,Sedan,1995,200.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-0-turbo-16v-at8-ID7Hy3BH.html
Alfa Romeo,Stelvio,2018,19800.0,130000.0,Benzina,Automata,SUV,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-0-turbo-16v-at8-q4-veloce-ID7HJgf3.html
Alfa Romeo,GT,2006,500.0,254000.0,Diesel,Manuala,Coupe,1910,150.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-gt-ver-1-9-jtd-m-jet-distinctive-ID7HsHQ4.html
Alfa Romeo,Stelvio,2017,16900.0,166000.0,Benzina,Automata,SUV,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-0-turbo-16v-at8-q4-executive-ID7HGTJe.html
Alfa Romeo,Giulietta,2011,5599.0,228100.0,Diesel,Manuala,Compacta,1956,170.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulietta-ver-2-0-jtdm-16v-turismo-ID7HwEiV.html
Alfa Romeo,Giulietta,2016,6450.0,180000.0,Diesel,Manuala,Compacta,1598,120.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulietta-ID7HHJ6T.html
Alfa Romeo,Stelvio,2019,22950.0,89156.0,Benzina,Automata,SUV,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ID7HBwfk.html
Alfa Romeo,Giulietta,2011,5790.0,160000.0,Benzina,Manuala,Compacta,1368,120.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulietta-ver-1-4-t-jet-distinctive-ID7HG69M.html
Alfa Romeo,Stelvio,2017,16800.0,193000.0,Benzina,Automata,SUV,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-0-turbo-awd-at8-veloce-ID7HIRZa.html
Alfa Romeo,Stelvio,2018,21990.0,85131.0,Benzina,Automata,SUV,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-0-turbo-awd-at8-super-ID7HEL8F.html
Alfa Romeo,Giulia,2022,27000.3,40934.0,Benzina,Automata,Sedan,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-0-turbo-16v-at8-q4-ti-ID7HGTj1.html
Alfa Romeo,159,2010,5200.0,170575.0,Benzina,Manuala,Sedan,1742,200.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-159-ID7HJ6rA.html
Alfa Romeo,147,2003,3000.0,240000.0,Diesel,Manuala,Compacta,1910,140.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-147-ver-1-9-jtd-16v-progression-ID7HJ64D.html
Alfa Romeo,Giulia,2019,19900.0,108900.0,Benzina,Automata,Sedan,1995,200.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-0-turbo-rwd-at8-ID7HGzHy.html
Alfa Romeo,Giulia,2019,22990.0,108354.0,Diesel,Automata,Sedan,2143,210.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-2-diesel-at8-q4-veloce-ID7HHINR.html
Alfa Romeo,Giulia,2021,24990.0,121430.0,Benzina,Automata,Sedan,1995,200.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ID7HGzuZ.html
Alfa Romeo,Giulietta,2010,5600.0,240000.0,Benzina,Manuala,Compacta,1368,170.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulietta-ID7HISUd.html
Alfa Romeo,159,2011,25000.0,205000.0,Diesel,Manuala,Sedan,1956,170.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-159-ver-2-0-multijet-16v-distinctive-ID7HILdZ.html
Alfa Romeo,Stelvio,2021,20999.55,112365.0,Diesel,Automata,SUV,2143,160.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-2-diesel-16v-at8-super-ID7HmAwm.html
Alfa Romeo,159,2010,3990.0,299009.0,Benzina,Manuala,Sedan,1796,140.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-159-ver-1-8-mpi-16v-progression-ID7HGDn8.html
Alfa Romeo,Stelvio,2018,39500.0,101500.0,Benzina,Automata,SUV,2891,510.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-v6-2-9-bi-turbo-at8-q4-quadrifoglio-ID7HHUSK.html
Alfa Romeo,Giulia,2019,18990.0,145000.0,Benzina,Automata,Sedan,1995,200.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-0-turbo-rwd-at8-super-ID7HELt7.html
Alfa Romeo,Mito,2012,3800.0,248000.0,Diesel,Manuala,Coupe,1248,95.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-mito-ver-1-3-mjet-progression-ID7HJ8Cn.html
Alfa Romeo,Spider,2000,8000.0,143000.0,Benzina,Manuala,Cabrio,2000,155.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-spider-ID7HIjBz.html
Alfa Romeo,Giulia,2020,24499.0,175000.0,Benzina,Automata,Sedan,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-0-turbo-awd-at8-veloce-ID7HFVZP.html
Alfa Romeo,Giulietta,2010,11235.0,224173.0,Benzina,Manuala,Compacta,1742,235.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulietta-ID7HFPep.html
Alfa Romeo,Stelvio,2017,14200.0,279000.0,Diesel,Automata,SUV,2143,210.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-2-diesel-16v-at8-q4-executive-ID7HJasl.html
Alfa Romeo,159,2007,2199.0,223000.0,Diesel,Manuala,Combi,1910,150.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-159-ID7HI85a.html
Alfa Romeo,Giulia,2018,15000.0,160000.0,Benzina,Automata,Sedan,1995,200.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-0-turbo-16v-at8-ID7Hy3BH.html
Alfa Romeo,Giulietta,2011,5599.0,228100.0,Diesel,Manuala,Compacta,1956,170.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulietta-ver-2-0-jtdm-16v-turismo-ID7HwEiV.html
Alfa Romeo,159,2008,2300.0,210000.0,Diesel,Automata,Combi,1910,150.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-159-ver-sportwagon-1-9-jtdm-16v-dpf-automatik-distinctive-ID7HJ8nR.html
Alfa Romeo,Stelvio,2018,19998.88,131079.0,Diesel,Automata,SUV,2143,150.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-2-diesel-16v-at8-super-ID7HAamW.html
Alfa Romeo,Giulietta,2010,5990.0,200000.0,Benzina,Manuala,Compacta,1368,170.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulietta-ver-1-4-m-air-distinctive-ID7HyCGe.html
Alfa Romeo,Spider,1995,9100.0,180000.0,Benzina,Manuala,Cabrio,1970,150.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-spider-ID7HIUDH.html
Alfa Romeo,147,2003,3000.0,240000.0,Diesel,Manuala,Compacta,1910,140.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-147-ver-1-9-jtd-16v-progression-ID7HJ64D.html
Alfa Romeo,Stelvio,2017,16900.0,199990.0,Diesel,Automata,SUV,2143,210.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-2-diesel-16v-at8-q4-ti-ID7HCgy4.html
Alfa Romeo,Stelvio,2019,22950.0,89156.0,Benzina,Automata,SUV,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ID7HBwfk.html
Alfa Romeo,Giulietta,2014,6500.0,225525.0,Diesel,Manuala,Compacta,1598,105.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulietta-ver-1-6-jtdm-16v-ID7HBjiY.html
Alfa Romeo,Stelvio,2019,21500.0,158000.0,Diesel,Automata,SUV,2143,210.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-2-diesel-16v-at8-q4-executive-ID7HBLA7.html
Alfa Romeo,Brera,2008,6500.0,180000.0,Diesel,Automata,Coupe,2387,200.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-brera-ver-2-4-multijet-aut-ID7HFxBk.html
Alfa Romeo,Spider,2000,6990.0,218145.0,Benzina,Manuala,Cabrio,1970,150.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-spider-ID7HJdEr.html
Alfa Romeo,Stelvio,2017,23989.46,97172.0,Diesel,Automata,SUV,2143,209.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ID7Hsi9w.html
Alfa Romeo,Stelvio,2021,50990.01,69080.0,Benzina,Automata,SUV,2891,510.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-v6-2-9-bi-turbo-at8-q4-quadrifoglio-ID7HHJRb.html
Alfa Romeo,Stelvio,2018,20000.0,145000.0,Diesel,Automata,SUV,2143,210.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-2-diesel-16v-at8-q4-lusso-ID7HuP0s.html
Alfa Romeo,Giulia,2018,35500.0,137000.0,Benzina,Automata,Sedan,2891,510.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-9-v6-bi-turbo-at8-quadrifoglio-ID7HxVZe.html
Alfa Romeo,Spider,2007,10500.0,99135.0,Diesel,Manuala,Cabrio,2387,200.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-spider-ver-2-4-jtdm-20v-dpf-ID7HCx14.html
Alfa Romeo,Stelvio,2022,29990.0,49900.0,Benzina,Automata,SUV,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-0-turbo-awd-at8-estrema-ID7HGKHl.html
Alfa Romeo,Giulia,2019,30000.0,107000.0,Benzina,Automata,Sedan,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-0-turbo-awd-at8-veloce-ID7HFPIa.html
Alfa Romeo,Stelvio,2017,19990.0,98400.0,Benzina,Automata,SUV,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-0-turbo-16v-at8-q4-super-ID7HoGEK.html
Alfa Romeo,159,2011,25000.0,205000.0,Diesel,Manuala,Sedan,1956,170.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-159-ver-2-0-multijet-16v-distinctive-ID7HILdZ.html
Alfa Romeo,Stelvio,2021,53603.0,77892.0,Benzina,Automata,SUV,2891,510.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-9-v6-turbo-awd-at8-quadrifoglio-ID7HHVKl.html
Alfa Romeo,156,2005,1000.0,311400.0,Diesel,Manuala,Combi,2387,150.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-156-ID7HJ42k.html
Alfa Romeo,Brera,2007,5500.0,175500.0,Diesel,Manuala,Coupe,2387,200.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-brera-ver-2-4-multijet-sky-view-ID7HwxED.html
Alfa Romeo,Tonale,2023,32490.0,16480.0,Hibrid Plug-In,Automata,SUV,1332,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-tonale-ver-1-3t-phev-q4-280-cp-at6-edizione-speciale-ID7HI675.html
Alfa Romeo,Giulia,2020,24499.0,175000.0,Benzina,Automata,Sedan,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-0-turbo-awd-at8-veloce-ID7HFVZP.html
Alfa Romeo,Giulietta,2012,4750.0,250000.0,Diesel,Manuala,Compacta,1598,105.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulietta-ver-1-6-jtdm-16v-ID7HASLl.html
Alfa Romeo,Giulia,2024,90750.0,50.0,Benzina,Automata,Sedan,2891,520.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-9-v6-turbo-rwd-at8-quadrifoglio-ID7HGwrb.html
Alfa Romeo,Stelvio,2024,41550.0,7000.0,Benzina,Automata,SUV,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-0-turbo-awd-at8-sprint-ID7HHTto.html
Alfa Romeo,Stelvio,2017,19900.0,152000.0,Diesel,Automata,Compacta,2143,210.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-2-jtdm-awd-at8-super-ID7HISGl.html
Alfa Romeo,Stelvio,2017,14200.0,279000.0,Diesel,Automata,SUV,2143,210.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-2-diesel-16v-at8-q4-executive-ID7HJasl.html
Alfa Romeo,Giulietta,2013,7999.0,240000.0,Diesel,Automata,Compacta,1956,170.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulietta-ver-2-0-jtdm-20v-tct-speciale-ID7HI8ZE.html
Alfa Romeo,Stelvio,2018,23500.0,128500.0,Benzina,Automata,SUV,1995,200.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-0-turbo-16v-at8-q4-ID7HJvgS.html
Alfa Romeo,Giulia,2017,22200.0,132000.0,Diesel,Automata,Sedan,2143,180.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-2-diesel-at8-executive-ID7HJpGa.html
Alfa Romeo,Giulia,2019,30000.0,107000.0,Benzina,Automata,Sedan,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-0-turbo-awd-at8-veloce-ID7HFPIa.html
Alfa Romeo,Giulia,2022,33500.0,72000.0,Benzina,Automata,Sedan,1995,280.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-0-turbo-awd-at8-veloce-ID7HGwxB.html
Alfa Romeo,Stelvio,2018,19998.88,131079.0,Diesel,Automata,SUV,2143,150.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-2-diesel-16v-at8-super-ID7HAamW.html
Alfa Romeo,Giulia,2022,36300.0,18000.0,Diesel,Automata,Sedan,2143,210.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-giulia-ver-2-2-jtdm-awd-at8-veloce-ID7HJdXm.html
Alfa Romeo,Tonale,2022,36058.0,45000.0,Benzina,Automata,SUV,1469,130.0,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-tonale-ver-1-5-fwd-at-mhev-edizione-speciale-ID7HyEz0.html
